,Inflation Index,hawkish,dovish
1998-01-01,-1.2894857180871466,-3.4641016151377544,0.0
1998-02-01,0.5181820758808202,2.4295472310390016,1.906777199165227
1998-03-01,0.7465175997852262,-2.5690465157330262,-2.03100960115899
1998-04-01,0.6265677840778398,2.0864868144665376,0.0
1998-05-01,-0.045577853812512226,-2.2110831935702664,0.0
1998-06-01,-0.7016733684194044,1.906777199165227,2.901862746515029
1998-07-01,0.4991630313623727,-2.03100960115899,-2.9664793948382653
1998-08-01,-0.4032679221224078,1.8098462315840917,0.11838788619797858
1998-09-01,0.2937538135364788,-1.942016624910449,0.0
1998-10-01,1.1988991426807916,0.0,2.503581474095614
1998-11-01,-0.6941813330051582,0.0,-0.3068639864458653
1998-12-01,-0.9187059992135834,0.13217039332635705,-2.2213913296068157
1999-01-01,0.4298518631360795,0.0,0.0
1999-02-01,-0.2820643661297597,0.1242324019937634,0.09513500607608805
1999-03-01,0.39846874427799306,0.0,0.0
1999-04-01,1.2718703124205573,0.12459637910372895,0.0
1999-05-01,0.81614947150128,0.0,0.0
1999-06-01,0.25959534268465034,0.13949928469402478,1.2884097442311742
1999-07-01,0.07295521613277911,0.0,-1.2610953357233274
1999-08-01,-0.02349191987756205,0.0,0.0
1999-09-01,-0.3804939660515988,0.0,0.0
1999-10-01,-0.39160458977738344,0.0,0.12325655661479806
1999-11-01,-0.2429451824384885,0.0,2.543071929714109
1999-12-01,-0.2600328695982451,0.0,-2.5690465157330244
2000-01-01,0.051665028598290474,0.0,0.0
2000-02-01,0.43690801856295847,3.4641016151377544,0.0
2000-03-01,0.2715202787196269,-3.4641016151377544,0.0
2000-04-01,-0.32354651536250056,2.4295472310390016,2.0864868144665367
2000-05-01,0.09701971396088616,-2.5690465157330262,-0.3043059944050397
2000-06-01,0.4206334799612057,2.0864868144665376,0.0
2000-07-01,-0.2567255579761516,-0.3043059944050397,-2.0310096011589893
2000-08-01,-0.3945293426219145,-0.22116336957489846,0.0
2000-09-01,0.3022315561771187,-1.942016624910449,0.0
2000-10-01,0.04144674063364717,2.9281622662520856,0.0
2000-11-01,-0.3350011485248241,-2.9915134200556217,0.12423240199376329
2000-12-01,0.2622717579480778,0.0,1.9067771991652263
2001-01-01,1.5315689836481448,0.0,-2.0310096011589893
2001-02-01,-0.535558822168055,0.13090489880665668,1.8098462315840913
2001-03-01,-0.628183861016275,0.0,-0.17541592344142365
2001-04-01,0.26070644949217747,0.11838788619797846,0.0
2001-05-01,-0.030656219800889062,0.0,-1.7666007014690246
2001-06-01,-0.797758017774664,0.11146564679242887,3.6959249396608156
2001-07-01,-1.2207448134401018,0.10956648244923711,-1.2980846195090787
2001-08-01,-0.1617310634661746,0.113524698675109,-0.889653366805868
2001-09-01,0.19810709459175335,0.0,-0.8305260870943548
2001-10-01,-0.7243938403335775,0.0,-0.07417561034068768
2001-11-01,0.09980504668461654,0.0,2.798862976614128
2001-12-01,-0.356708336383019,0.0,-2.5509853596636387
2002-01-01,0.4066415638978653,0.0,-1.0125426995670859
2002-02-01,0.343468113454497,0.0,1.4344354910533714
2002-03-01,0.8717204963287585,0.0,-0.5497169544926817
2002-04-01,0.5305051288749665,0.0,-0.04505844168571585
2002-05-01,-0.19318132230486373,0.0,-0.10317354939802795
2002-06-01,0.02104306558006419,0.0,-0.9033514916192121
2002-07-01,0.23073366798785444,0.0,0.17177917679699084
2002-08-01,0.26669472783124015,0.0,1.0532063888331629
2002-09-01,0.567004344876404,0.0,-0.5266031944165814
2002-10-01,0.07439212029093367,0.0,0.48314043817778013
2002-11-01,0.6122488767844332,0.0,1.8513045182510952
2002-12-01,-0.5543409807478814,0.0,0.37957687489635994
2003-01-01,0.6800387861113695,0.0,-2.9213786394533723
2003-02-01,0.5270600801326579,0.0,0.09941427745773668
2003-03-01,0.05618760502815112,0.0,1.6225661507485039
2003-04-01,-1.5224290558349436,0.0,-1.1225609997192547
2003-05-01,-0.37621093789175697,0.0,-0.5059974234042643
2003-06-01,0.18796658261806276,0.0,0.9907895937841333
2003-07-01,0.016276371430035352,0.0,-0.704382141977655
2003-08-01,-0.12826432858719938,0.0,0.0
2003-09-01,0.02450351752898583,0.0,-0.6392720318066126
2003-10-01,0.059273757231571356,0.0,0.07969921703659544
2003-11-01,-0.6041974588188064,0.0,1.311440317583718
2003-12-01,0.051534371010502955,0.0,-1.2946777499402995
2004-01-01,1.1010253542046606,0.0,-0.7283683041617413
2004-02-01,0.09485501395993934,0.0,2.4678409026902277
2004-03-01,0.2366073998061311,3.464101615137756,-1.6073022052021297
2004-04-01,-0.04323919228433093,-0.36002764765349005,0.09144763678356005
2004-05-01,-0.004054355085234551,-0.8186645513275177,-0.7942437529089301
2004-06-01,-1.0233664980747386,-1.3699511110339264,1.9653548801144707
2004-07-01,-0.7741966472717347,1.505332766129034,-1.770064417301128
2004-08-01,-0.06213205832141977,-1.9702812179145055,1.0226741349558202
2004-09-01,-0.17224136429446024,-0.9710083124552245,-0.8378964279121012
2004-10-01,0.5715076467292614,0.0,0.9228287507581281
2004-11-01,0.01761776976066498,1.766600701469025,-0.8120463568769393
2004-12-01,-0.5456055345117529,-0.14825351404365117,0.11199409734923105
2005-01-01,0.20794101949633836,-0.13217039332635694,0.0
2005-02-01,0.34235781057475845,-2.0310096011589898,0.03533480671465161
2005-03-01,0.5929146874757585,1.9395619643754296,0.11838788619797858
2005-04-01,0.17590868281261007,1.7365462564613492,1.4957567100278126
2005-05-01,-0.7183842683472391,-0.9559152063638474,-1.4957567100278126
2005-06-01,-0.2514652947630629,-1.8916430035849916,1.9772383632842518
2005-07-01,0.4641029042555149,0.6872911086272572,-2.0310096011589946
2005-08-01,0.04976032861398538,-0.052725773624541145,0.1242324019937634
2005-09-01,0.756690515480469,-1.3093073414159542,0.0
2005-10-01,-0.08077756498797672,0.0,0.12459637910372895
2005-11-01,-1.0404077503425313,2.8372665208885373,0.0
2005-12-01,-0.46267724850561387,-2.189838922983146,0.0
2006-01-01,0.25099385941544805,0.5527707983925666,0.0
2006-02-01,-0.5323001642339042,0.4380187953915664,0.0
2006-03-01,0.053826657943803036,-0.5840250605220886,0.0
2006-04-01,0.4569696993259809,0.14600626513052214,0.1394992846940244
2006-05-01,0.1546838126794563,-0.5527707983925664,0.0
2006-06-01,-0.006849441141868695,0.0,0.0
2006-07-01,0.14906746273561922,0.7370277311900886,0.0
2006-08-01,0.39417286306961885,-0.6706303899114421,0.0
2006-09-01,-1.4133658892860335,-0.7295601856708798,0.0
2006-10-01,-1.371393949030659,0.0,0.0
2006-11-01,1.0057268347108421,-0.07899078292222961,0.0
2006-12-01,0.3410901737889467,0.16208139450926828,3.464101615137778
2007-01-01,-0.4383959898778387,0.17541592344142376,-3.464101615137778
2007-02-01,1.3205714044415937,1.1570644601325097,3.104073967484272
2007-03-01,1.2101189960270315,0.13202512665936714,-3.2175986661593794
2007-04-01,0.37173203239489094,1.9796042781754264,0.0
2007-05-01,-0.16863107634768681,-3.0882214126351832,1.425732464708242
2007-06-01,-0.2242068899593357,0.09995145503788816,0.8568168801457083
2007-07-01,-0.5230254814972445,0.1242324019937634,-0.37821427918640516
2007-08-01,0.5817011195366152,0.08998093805781326,-1.2134600978028096
2007-09-01,-0.11937469051784522,0.0,-0.08903778221864037
2007-10-01,0.10918836137103138,1.0155606587273187,2.174499295480272
2007-11-01,0.588539311603177,-1.105541596785132,0.36711690807088493
2007-12-01,-0.34557015393195956,0.0,-0.5961462978829095
2008-01-01,0.316707302675467,0.0,-2.3723586441529827
2008-02-01,0.19858644660602742,0.08998093805781326,0.3126588196739307
2008-03-01,0.4454561134099464,0.08725605223534783,1.1266548266908063
2008-04-01,-0.14678368785612328,0.08685867350459503,0.07649404759015521
2008-05-01,0.057851277257511935,0.0,0.042036113023483423
2008-06-01,-0.26629643635855915,0.0,-0.46429446777767225
2008-07-01,-0.2113624913305654,0.0,-0.7059828428266415
2008-08-01,-0.9110522247348873,0.0,-0.13032219866153086
2008-09-01,-0.41531917390162654,0.0,-1.7995746962381218
2008-10-01,-1.4557481638614103,3.4641016151377193,1.0797448177428732
2008-11-01,-1.1819898647589868,-3.4641016151377193,1.4396597569904976
2008-12-01,-0.5211045640024601,0.0,-0.6218812111694277
2009-01-01,0.1734812725264132,0.0,-0.1279415789297896
2009-02-01,0.1327653480069082,0.0,-1.5879828392387918
2009-03-01,0.17883833489870238,0.0,2.0272121351984573
2009-04-01,0.24158783129630867,0.0,1.0230441313464456
2009-05-01,0.27196908981936785,0.0,-1.0356111060395594
2009-06-01,0.4714083592577746,0.0,-0.697463601421084
2009-07-01,0.0502169915683468,2.4295472310389865,0.7726294398182778
2009-08-01,0.45624536359422496,-2.569046515733012,-0.4014625277309965
2009-09-01,0.29666728405855336,0.0,-1.7462792558376241
2009-10-01,1.2419544841386836,3.2435732521782823,0.19927362183197372
2009-11-01,0.690312006529437,-1.7918662014511306,3.195673474221608
2009-12-01,-0.34904955844677543,-1.5352989471574743,-2.3406414504586683
2010-01-01,0.48999915833158125,0.0,0.3667197557555596
2010-02-01,-0.75612897276722,0.0,-0.10898905557473537
2010-03-01,0.0044957076613614255,2.3921158273031815,1.0491589757677278
2010-04-01,-0.2258686890983156,0.25176642507301783,0.12196402027035325
2010-05-01,-0.29117045352822735,-1.9702812179145042,0.5403486792283467
2010-06-01,-0.5506992949673983,-0.07818392394214156,-0.7970689421212604
2010-07-01,0.04112479717326756,0.0,0.261355110502582
2010-08-01,0.01544570276985957,-1.003809537604748,-1.8778948680762193
2010-09-01,-0.0776582630065481,0.9201587428043523,-0.3187736315561869
2010-10-01,0.4641980234658445,-0.8889487527734488,0.5320872557353985
2010-11-01,0.3165399962251647,1.9764090851785925,2.128997067568175
2010-12-01,0.5377826723343654,-0.16730158960079122,-2.1375759095832754
2011-01-01,0.5856130371939723,-2.0076190752094965,-0.24250804913930446
2011-02-01,0.4234587435369024,0.9096705818504539,0.6781816228628211
2011-03-01,0.1612897668001847,1.0667385033281387,1.0172724342942319
2011-04-01,0.020193678743406274,-0.8889487527734488,-0.6216664876242527
2011-05-01,-0.6019986255584757,-1.1560040577463824,-0.22352387291948014
2011-06-01,-0.5600006059248424,1.2610953357233263,0.8139402931652033
2011-07-01,-0.17332549972796274,2.8561361574842867,-0.6632082553126349
2011-08-01,-0.5740455493554827,-2.805912249411882,-1.2164487477387953
2011-09-01,-0.032614205454635226,-0.4659455581480466,0.34294672693585515
2011-10-01,-0.47989860462827827,0.39069444900124134,0.8357396961913388
2011-11-01,-0.3836452749882878,-0.43816789141575413,2.2110831935702655
2011-12-01,-0.6054612355968931,0.9071522082841612,-0.7465226331190931
2012-01-01,0.05022155156119623,-0.9929065525641559,-2.7457849819584803
2012-02-01,0.005956753067770548,-0.4189321742754313,1.5214688732875947
2012-03-01,0.8924950790938498,2.1230616643234734,-0.2986246367016453
2012-04-01,-0.2775215085247631,-0.9343523597823782,1.9209035369954934
2012-05-01,-1.0926601421142492,-1.3036758858898339,-1.7236002034860223
2012-06-01,-0.9085086593459517,0.06266818244249905,-0.5905895452956041
2012-07-01,0.29394605708398447,1.1376860130668733,-0.5235843068233755
2012-08-01,1.8746314005279316,-1.1800243888483346,0.2688129855537086
2012-09-01,0.7867619265303964,0.0836716459087169,-0.5136005432141416
2012-10-01,-0.7772746465170415,0.11997710040321197,0.18454144651444193
2012-11-01,-1.1125310396566066,0.06616872106415694,1.5702668394576782
2012-12-01,-0.3531608995535471,0.6876096403802519,-0.1894013753204181
2013-01-01,1.0901480387860767,0.0,-1.0566652040185003
2013-02-01,1.2009740431236922,-0.6267831705280085,-0.1710638975993839
2013-03-01,0.0672161008441372,0.9652847707211731,0.73669231113989
2013-04-01,-0.6492613467048434,-0.9617335627047509,2.199267263843783
2013-05-01,0.8760404709586734,2.40978368811963,-1.234419729472847
2013-06-01,0.02390030895859807,-1.3583773063192073,-0.858150226827266
2013-07-01,-0.13596962207632268,0.19505754322274932,-0.04044668590827197
2013-08-01,-0.3652476662337162,-0.11146564679242854,-0.4081282935490337
2013-09-01,-0.3282003942461902,-1.5352989471574727,-0.7905768207855128
2013-10-01,-1.3321275405217383,1.4257324647082357,0.4272851671985396
2013-11-01,-1.085080012035406,1.2182032692602032,0.543453932263158
2013-12-01,0.27494343363473916,-1.4957567100278064,1.3677960892370928
2014-01-01,1.8506442586866756,-1.2856973025343745,-1.3677960892370926
2014-02-01,1.5609689333039385,3.2898842675719187,0.8101151180556638
2014-03-01,0.26778969092826577,0.03757688369639256,-1.2948483579705483
2014-04-01,-0.3118812583512871,-1.0240406818638847,1.7286070952045471
2014-05-01,-0.6407310424081504,-1.5445693926422908,1.0158933004625936
2014-06-01,-0.5522512825369705,3.050220443317971,-0.3418294618186992
2014-07-01,0.07076549082558392,-3.1328694541413546,-1.9536323543632788
2014-08-01,-0.5677542056165896,-0.3861394966180801,0.0
2014-09-01,-0.3147451673261472,0.0,0.36107438229632693
2014-10-01,-1.196036708813673,0.8343534105709662,0.9585833758513899
2014-11-01,-1.0592080847378096,0.40059410547497726,-1.7320508075688785
2014-12-01,-1.460701386728707,-0.07023394692555462,0.6663880514082664
2015-01-01,0.16034453748328126,-0.10005845422790433,-0.5989120571285184
2015-02-01,0.662241266927226,0.4156837135331854,-0.7746638627505371
2015-03-01,0.7130694454528133,-0.8415606697206968,0.9818597216436517
2015-04-01,0.2152924318834053,-0.3771403057078731,-0.7797567669139177
2015-05-01,0.7962761057473196,0.4156837135331855,1.1302433882115455
2015-06-01,0.2698460360818946,-0.46389686312476425,0.8640988918255383
2015-07-01,0.07915414446195945,0.724761846680709,-1.4088513838384844
2015-08-01,-0.4031879376829697,-0.9536034698027627,0.725187158147903
2015-09-01,-0.4374306799184988,-0.20105507197722583,-0.6043226317899192
2015-10-01,0.13392734403724083,-0.5584532914997309,0.07919933136613844
2015-11-01,-0.3714563028968465,1.7954386170573093,0.08555556360277028
2015-12-01,-1.3927307510721953,1.9717953504072059,0.12446619190059477
2016-01-01,0.35836671581302504,-2.0608880803806495,0.08685867350459281
2016-02-01,0.26832793833264557,0.14525607462286874,-1.15470053837926
2016-03-01,0.9842171801325899,-1.4130750498955378,3.9764896985691918
2016-04-01,0.9437493024865202,0.7625600286907437,-2.277230867735537
2016-05-01,0.4673292401608128,-0.5825217906399265,-1.3415034545432019
2016-06-01,0.631884345874466,0.09850774601721268,1.5304469800865568
2016-07-01,0.08746586221963792,0.13346087664567918,-0.7625600286907461
2016-08-01,-0.09001606402535467,0.0755771408898055,-0.6035513186998028
2016-09-01,0.3116548283240559,0.6644332712216888,0.737027731190091
2016-10-01,-0.02991302326953993,-0.6644332712216888,0.0
2016-11-01,-0.524866784657469,0.7198027104901629,0.6706303899114442
2016-12-01,-0.15207277189581897,1.4433756729740637,1.0585339530853957
2017-01-01,0.8520787813447206,0.0,-2.468730053276478
2017-02-01,0.28101742675632213,0.6604756706789217,0.5509139578566364
2017-03-01,-0.33413227986622585,-1.1464242358966477,-0.6046769933086034
2017-04-01,0.38494158465413,0.5787789585037139,2.3362211745172594
2017-05-01,-0.27942464995569405,-0.9588557970704261,-2.3290894216939395
2017-06-01,-0.1394363155582734,-0.9618622486721786,1.552726281129293
2017-07-01,-0.21759269322393604,-0.11548802051744661,-1.4547971029397107
2017-08-01,0.09159035668837068,-0.1479058044686541,0.678433962375064
2017-09-01,0.28236646617159833,0.0,-0.678433962375064
2017-10-01,-0.105665092903523,0.9795682835041932,2.0335756575482886
2017-11-01,0.23605122266887002,-0.0994522970291278,-1.9564307614120335
2017-12-01,-0.12435756874275827,1.8654075143338886,0.09710436671630718
2018-01-01,0.5321529977162822,-3.7423926210170855,0.7698369465725713
2018-02-01,0.1613815774006554,1.0235141804793901,-0.7698369465725713
